date;gender;age;nation;comment
2025-03-11;Female;58;Germany;I find the delay timer feature adequate but not very intuitive. The cycle presets are okay but sometimes I have to manually tweak tehm. The temperature control feature is fine but could use more granular settings. The cycle presets are okay but sometimes I have to manually tweak tehm. The temperature control feature is fine but could use more granular settings.
2021-11-12;Female;43;Germany;The delayed start option is super convenient for busy mornings. The eco mode saves so much water and energy, making laundry days more sustainable. The eco mode saves so much water and energy, making laundry days more sustainable.
2024-01-11;Female;37;Austria;The customer servce was okay but took some time to get back to me. Service response was average and lacked detailed explanations. The customer servce was okay but took some time to get back to me. Service response was average and lacked detailed explanations. Service response was average and lacked detailed explanations. The customer servce was okay but took some time to get back to me. Support team was adequate, neitehr exceptionally good nor bad.
2021-03-23;Female;29;Poland;The customer servce was okay but took some time to get back to me. Service response was average and lacked detailed explanations. The customer servce was okay but took some time to get back to me. The customer servce was okay but took some time to get back to me.
2020-06-27;Male;29;Czech Republic;I absolutely love the sleek design, it looks very modern and fits perfectly in my home. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. This washer's stylish appearance has definitely elevated my laundry room's aestehtics. This washer's stylish appearance has definitely elevated my laundry room's aestehtics. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. I absolutely love the sleek design, it looks very modern and fits perfectly in my home.
2022-04-06;Male;29;Austria;Considering the energy savings, the price point is quite attractive. Considering the energy savings, the price point is quite attractive. I feel the cost is justified given the premium features included. Given its performance and reliability, the price is very reasonable and good value. Considering the energy savings, the price point is quite attractive.
2024-06-12;Male;25;Germany;Support team was adequate, neitehr exceptionally good nor bad. Service response was average and lacked detailed explanations. Support team was adequate, neitehr exceptionally good nor bad. Service response was average and lacked detailed explanations.
2022-06-10;Male;57;Austria;The price is standard but doesn't stand out as a bargain or a splurge. The price is standard but doesn't stand out as a bargain or a splurge. The price is standard but doesn't stand out as a bargain or a splurge. The price seems average compared to otehr machines in the market. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. The price seems average compared to otehr machines in the market.
2022-06-09;Female;21;Germany;I really enjoy the quick wash feature for those last minute clothing emergencies. I really enjoy the quick wash feature for those last minute clothing emergencies. I really enjoy the quick wash feature for those last minute clothing emergencies.
2021-09-15;Male;45;Czech Republic;The minimalist look is impressive and makes the appliance feel premium. This washer's stylish appearance has definitely elevated my laundry room's aestehtics. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. This washer's stylish appearance has definitely elevated my laundry room's aestehtics. The minimalist look is impressive and makes the appliance feel premium.
2022-02-26;Male;42;Austria;I regret paying such a high price when budget models perform similarly. The washer is too expensive for the features it offers, feels overpriced. The washer is too expensive for the features it offers, feels overpriced.
2023-08-25;Female;45;Czech Republic;This machne's color is dull and makes it look cheap. The design feels outdated and does not appeal to me at all. This machne's color is dull and makes it look cheap. The design feels outdated and does not appeal to me at all.
2020-06-21;Female;31;Austria;The washer is too expensive for the features it offers, feels overpriced. I regret paying such a high price when budget models perform similarly. I regret paying such a high price when budget models perform similarly.
2021-02-16;Female;64;Germany;It rinses fine but sometimes I still find detergent residue on my clotehs. It rinses fine but sometimes I still find detergent residue on my clotehs. It rinses fine but sometimes I still find detergent residue on my clotehs. The wash cycle works okay but nothing special to write home about. It rinses fine but sometimes I still find detergent residue on my clotehs. I guess the performance is average as it gets the job done without issues. The wash cycle works okay but nothing special to write home about.
2024-09-03;Female;37;Switzerland;The price seems average compared to otehr machines in the market. The price seems average compared to otehr machines in the market. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. The price seems average compared to otehr machines in the market. The price is standard but doesn't stand out as a bargain or a splurge. The price is standard but doesn't stand out as a bargain or a splurge. The price seems average compared to otehr machines in the market.
2023-10-26;Male;69;Austria;This washer's stylish appearance has definitely elevated my laundry room's aestehtics. The minimalist look is impressive and makes the appliance feel premium. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. This washer's stylish appearance has definitely elevated my laundry room's aestehtics. This washer's stylish appearance has definitely elevated my laundry room's aestehtics.
2023-03-02;Male;47;Czech Republic;This machne's color is dull and makes it look cheap. I find the bulky design quite unattractive and it clashes with my decor. I find the bulky design quite unattractive and it clashes with my decor. This machne's color is dull and makes it look cheap.
2023-10-24;Male;37;Switzerland;
2023-11-25;Male;63;Austria;I feel the cost is justified given the premium features included. Considering the energy savings, the price point is quite attractive. I feel the cost is justified given the premium features included.
2022-04-21;Female;21;Germany;I guess the performance is average as it gets the job done without issues. It rinses fine but sometimes I still find detergent residue on my clotehs. I guess the performance is average as it gets the job done without issues. It rinses fine but sometimes I still find detergent residue on my clotehs.
2020-06-03;Male;47;Germany;I guess the performance is average as it gets the job done without issues. The wash cycle works okay but nothing special to write home about. I guess the performance is average as it gets the job done without issues. The wash cycle works okay but nothing special to write home about. It rinses fine but sometimes I still find detergent residue on my clotehs. I guess the performance is average as it gets the job done without issues.
2019-06-13;Male;22;Austria;The absence of an app integration feature makes it inconvenient to control remotely. I wish it had a steam cycle fetura for better stain removal, it's a missed opportunity. Missing the sanitize option is disappointing as I need it for baby clotehs.
2021-02-14;Female;49;Austria;Service team was accommodating and provided clear instructions to fix the problem. The customer servce was extremely responsive and resolved my issue within hours. I got a helpful reply from the support team quickly, very professional.
2020-07-28;Male;47;Switzerland;I appreciate how quietly this machne operates during a full load. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly. It handles large loads effortlessly while still delivering spotless results. It handles large loads effortlessly while still delivering spotless results. I appreciate how quietly this machne operates during a full load. It handles large loads effortlessly while still delivering spotless results.
2024-11-16;Female;27;Czech Republic;Given its performance and reliability, the price is very reasonable and good value. Given its performance and reliability, the price is very reasonable and good value. Considering the energy savings, the price point is quite attractive. Considering the energy savings, the price point is quite attractive. I feel the cost is justified given the premium features included.
2023-09-16;Female;46;Austria;The support servce was slow and unhelpful, I waited days for a response. The customer servce rep seemed uninterested and couldn't solve my issue. The customer servce rep seemed uninterested and couldn't solve my issue. The customer servce rep seemed uninterested and couldn't solve my issue. I had to call multiple times because the service team kept transferring me. I had to call multiple times because the service team kept transferring me. The customer servce rep seemed uninterested and couldn't solve my issue.
2024-10-02;Male;26;Germany;The delayed start option is super convenient for busy mornings. I really enjoy the quick wash feature for those last minute clothing emergencies. I really enjoy the quick wash feature for those last minute clothing emergencies. The eco mode saves so much water and energy, making laundry days more sustainable. I really enjoy the quick wash feature for those last minute clothing emergencies.
2021-01-18;Female;45;Germany;
2024-11-19;Male;65;Germany;I wish it had a steam cycle fetura for better stain removal, it's a missed opportunity. Missing the sanitize option is disappointing as I need it for baby clotehs. Missing the sanitize option is disappointing as I need it for baby clotehs. I wish it had a steam cycle fetura for better stain removal, it's a missed opportunity.
2023-04-04;Female;67;Czech Republic;I find the bulky design quite unattractive and it clashes with my decor. I find the bulky design quite unattractive and it clashes with my decor. The design feels outdated and does not appeal to me at all. This machne's color is dull and makes it look cheap. This machne's color is dull and makes it look cheap.
2019-12-09;Female;42;Germany;I really enjoy the quick wash feature for those last minute clothing emergencies. I really enjoy the quick wash feature for those last minute clothing emergencies. The eco mode saves so much water and energy, making laundry days more sustainable. I really enjoy the quick wash feature for those last minute clothing emergencies.
2021-09-24;Female;37;Poland;The temperature control feature is fine but could use more granular settings. I find the delay timer feature adequate but not very intuitive. The temperature control feature is fine but could use more granular settings. The temperature control feature is fine but could use more granular settings.
2024-07-02;Male;57;Austria;This machne's color is dull and makes it look cheap. The design feels outdated and does not appeal to me at all. I find the bulky design quite unattractive and it clashes with my decor. This machne's color is dull and makes it look cheap. This machne's color is dull and makes it look cheap. The design feels outdated and does not appeal to me at all.
2024-06-19;Female;42;Austria;
2023-09-01;Male;36;Poland;I got a helpful reply from the support team quickly, very professional. I got a helpful reply from the support team quickly, very professional. I got a helpful reply from the support team quickly, very professional. I got a helpful reply from the support team quickly, very professional.
2022-04-13;Male;33;Germany;The support servce was slow and unhelpful, I waited days for a response. The support servce was slow and unhelpful, I waited days for a response. The support servce was slow and unhelpful, I waited days for a response. The support servce was slow and unhelpful, I waited days for a response. The customer servce rep seemed uninterested and couldn't solve my issue.
2020-04-11;Male;55;Czech Republic;Support team was adequate, neitehr exceptionally good nor bad. Service response was average and lacked detailed explanations. Support team was adequate, neitehr exceptionally good nor bad. Support team was adequate, neitehr exceptionally good nor bad.
2025-01-12;Male;42;Germany;The minimalist look is impressive and makes the appliance feel premium. This washer's stylish appearance has definitely elevated my laundry room's aestehtics. I absolutely love the sleek design, it looks very modern and fits perfectly in my home.
2022-12-28;Female;50;Austria;The customer servce was okay but took some time to get back to me. Service response was average and lacked detailed explanations. Service response was average and lacked detailed explanations.
2020-03-21;Male;54;Poland;The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly. It handles large loads effortlessly while still delivering spotless results. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly.
2020-09-11;Female;38;Germany;I absolutely love the sleek design, it looks very modern and fits perfectly in my home. This washer's stylish appearance has definitely elevated my laundry room's aestehtics. This washer's stylish appearance has definitely elevated my laundry room's aestehtics. This washer's stylish appearance has definitely elevated my laundry room's aestehtics.
2019-06-25;Female;66;Germany;
2021-03-15;Female;28;Germany;Support team was adequate, neitehr exceptionally good nor bad. The customer servce was okay but took some time to get back to me. Support team was adequate, neitehr exceptionally good nor bad.
2019-05-03;Male;36;Austria;The cost doesn't match the quality, I expected more at this price. I regret paying such a high price when budget models perform similarly. The cost doesn't match the quality, I expected more at this price. The washer is too expensive for the features it offers, feels overpriced. The cost doesn't match the quality, I expected more at this price. The cost doesn't match the quality, I expected more at this price.
2025-03-19;Male;52;Germany;The spin cycle is noisy and shakes violently, which is very concerning. It leaks water frequently, making the laundry area a mess every time I run it. It leaks water frequently, making the laundry area a mess every time I run it. It leaks water frequently, making the laundry area a mess every time I run it. The spin cycle is noisy and shakes violently, which is very concerning. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. The spin cycle is noisy and shakes violently, which is very concerning.
2021-07-21;Male;22;Austria;It leaks water frequently, making the laundry area a mess every time I run it. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. It leaks water frequently, making the laundry area a mess every time I run it.
2020-01-09;Male;42;Germany;This machne's color is dull and makes it look cheap. The design feels outdated and does not appeal to me at all. This machne's color is dull and makes it look cheap. This machne's color is dull and makes it look cheap.
2022-10-23;Male;30;Austria;
2020-12-03;Female;70;Czech Republic;The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly. I appreciate how quietly this machne operates during a full load. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly. I appreciate how quietly this machne operates during a full load. It handles large loads effortlessly while still delivering spotless results.
2021-10-11;Male;46;Germany;I appreciate how quietly this machne operates during a full load. It handles large loads effortlessly while still delivering spotless results. It handles large loads effortlessly while still delivering spotless results. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly. I appreciate how quietly this machne operates during a full load. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly.
2022-02-14;Female;47;Switzerland;The minimalist look is impressive and makes the appliance feel premium. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. The minimalist look is impressive and makes the appliance feel premium. The minimalist look is impressive and makes the appliance feel premium. This washer's stylish appearance has definitely elevated my laundry room's aestehtics.
2023-11-27;Female;44;Germany;I had to call multiple times because the service team kept transferring me. I had to call multiple times because the service team kept transferring me. I had to call multiple times because the service team kept transferring me.
2024-07-09;Male;48;Germany;The customer servce was okay but took some time to get back to me. Service response was average and lacked detailed explanations. The customer servce was okay but took some time to get back to me. Support team was adequate, neitehr exceptionally good nor bad.
2019-05-16;Male;52;Germany;The temperature control feature is fine but could use more granular settings. I find the delay timer feature adequate but not very intuitive. I find the delay timer feature adequate but not very intuitive.
2022-08-05;Male;38;Austria;It rinses fine but sometimes I still find detergent residue on my clotehs. It rinses fine but sometimes I still find detergent residue on my clotehs. The wash cycle works okay but nothing special to write home about. The wash cycle works okay but nothing special to write home about. The wash cycle works okay but nothing special to write home about. The wash cycle works okay but nothing special to write home about. It rinses fine but sometimes I still find detergent residue on my clotehs.
2024-11-11;Female;33;Poland;The eco mode saves so much water and energy, making laundry days more sustainable. The delayed start option is super convenient for busy mornings. I really enjoy the quick wash feature for those last minute clothing emergencies.
2022-08-23;Female;56;Austria;Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. The price is standard but doesn't stand out as a bargain or a splurge. The price is standard but doesn't stand out as a bargain or a splurge. The price seems average compared to otehr machines in the market. The price is standard but doesn't stand out as a bargain or a splurge.
2022-06-04;Female;37;Switzerland;This washer's stylish appearance has definitely elevated my laundry room's aestehtics. The minimalist look is impressive and makes the appliance feel premium. This washer's stylish appearance has definitely elevated my laundry room's aestehtics.
2022-12-23;Female;29;Germany;The absence of an app integration feature makes it inconvenient to control remotely. I wish it had a steam cycle fetura for better stain removal, it's a missed opportunity. Missing the sanitize option is disappointing as I need it for baby clotehs. The absence of an app integration feature makes it inconvenient to control remotely.
2020-11-03;Female;65;Germany;The customer servce was okay but took some time to get back to me. Service response was average and lacked detailed explanations. Support team was adequate, neitehr exceptionally good nor bad. The customer servce was okay but took some time to get back to me.
2024-07-02;Female;36;Austria;This machne's color is dull and makes it look cheap. This machne's color is dull and makes it look cheap. The design feels outdated and does not appeal to me at all.
2020-06-22;Male;66;Austria;The price seems average compared to otehr machines in the market. The price seems average compared to otehr machines in the market. The price seems average compared to otehr machines in the market. The price seems average compared to otehr machines in the market. The price seems average compared to otehr machines in the market.
2023-08-18;Male;31;Czech Republic;I find the bulky design quite unattractive and it clashes with my decor. I find the bulky design quite unattractive and it clashes with my decor. The design feels outdated and does not appeal to me at all. The design feels outdated and does not appeal to me at all. I find the bulky design quite unattractive and it clashes with my decor. This machne's color is dull and makes it look cheap.
2022-11-15;Male;30;Austria;The support servce was slow and unhelpful, I waited days for a response. The support servce was slow and unhelpful, I waited days for a response. I had to call multiple times because the service team kept transferring me. The support servce was slow and unhelpful, I waited days for a response. The customer servce rep seemed uninterested and couldn't solve my issue. I had to call multiple times because the service team kept transferring me. The customer servce rep seemed uninterested and couldn't solve my issue.
2020-09-07;Female;41;Czech Republic;It handles large loads effortlessly while still delivering spotless results. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly. It handles large loads effortlessly while still delivering spotless results. I appreciate how quietly this machne operates during a full load. The wash and spin cycles run smoothly with no vibration and clean clotehs thoroughly.
2025-04-05;Female;65;Austria;I got a helpful reply from the support team quickly, very professional. I got a helpful reply from the support team quickly, very professional. I got a helpful reply from the support team quickly, very professional. I got a helpful reply from the support team quickly, very professional. I got a helpful reply from the support team quickly, very professional. I got a helpful reply from the support team quickly, very professional. I got a helpful reply from the support team quickly, very professional.
2019-12-03;Male;47;Switzerland;The delayed start option is super convenient for busy mornings. The eco mode saves so much water and energy, making laundry days more sustainable. I really enjoy the quick wash feature for those last minute clothing emergencies.
2020-01-22;Male;32;Austria;I absolutely love the sleek design, it looks very modern and fits perfectly in my home. This washer's stylish appearance has definitely elevated my laundry room's aestehtics. This washer's stylish appearance has definitely elevated my laundry room's aestehtics. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. I absolutely love the sleek design, it looks very modern and fits perfectly in my home.
2019-11-20;Male;44;Czech Republic;Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. The price seems average compared to otehr machines in the market. The price is standard but doesn't stand out as a bargain or a splurge. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle.
2022-04-06;Male;37;Switzerland;The eco mode saves so much water and energy, making laundry days more sustainable. The delayed start option is super convenient for busy mornings. The eco mode saves so much water and energy, making laundry days more sustainable. The delayed start option is super convenient for busy mornings. The delayed start option is super convenient for busy mornings. I really enjoy the quick wash feature for those last minute clothing emergencies.
2024-04-21;Female;50;Germany;I regret paying such a high price when budget models perform similarly. The cost doesn't match the quality, I expected more at this price. The cost doesn't match the quality, I expected more at this price. The washer is too expensive for the features it offers, feels overpriced. The washer is too expensive for the features it offers, feels overpriced. I regret paying such a high price when budget models perform similarly.
2023-06-30;Male;53;Czech Republic;The delayed start option is super convenient for busy mornings. I really enjoy the quick wash feature for those last minute clothing emergencies. The delayed start option is super convenient for busy mornings. The eco mode saves so much water and energy, making laundry days more sustainable. The eco mode saves so much water and energy, making laundry days more sustainable.
2022-11-13;Female;31;Switzerland;I feel the cost is justified given the premium features included. Considering the energy savings, the price point is quite attractive. Considering the energy savings, the price point is quite attractive. Considering the energy savings, the price point is quite attractive. I feel the cost is justified given the premium features included. Considering the energy savings, the price point is quite attractive.
2024-11-27;Male;55;Austria;I had to call multiple times because the service team kept transferring me. The support servce was slow and unhelpful, I waited days for a response. The customer servce rep seemed uninterested and couldn't solve my issue.
2024-03-13;Female;48;Switzerland;Support team was adequate, neitehr exceptionally good nor bad. The customer servce was okay but took some time to get back to me. Service response was average and lacked detailed explanations. Support team was adequate, neitehr exceptionally good nor bad. Service response was average and lacked detailed explanations.
2025-04-23;Female;47;Austria;This machne's color is dull and makes it look cheap. The design feels outdated and does not appeal to me at all. The design feels outdated and does not appeal to me at all. This machne's color is dull and makes it look cheap. The design feels outdated and does not appeal to me at all.
2023-02-09;Female;40;Switzerland;Service response was average and lacked detailed explanations. Support team was adequate, neitehr exceptionally good nor bad. Service response was average and lacked detailed explanations. The customer servce was okay but took some time to get back to me. The customer servce was okay but took some time to get back to me. Service response was average and lacked detailed explanations.
2019-12-25;Male;40;Austria;
2021-11-11;Male;51;Germany;I had to call multiple times because the service team kept transferring me. I had to call multiple times because the service team kept transferring me. The support servce was slow and unhelpful, I waited days for a response.
2024-07-22;Male;47;Germany;The delayed start option is super convenient for busy mornings. I really enjoy the quick wash feature for those last minute clothing emergencies. I really enjoy the quick wash feature for those last minute clothing emergencies. The delayed start option is super convenient for busy mornings. The eco mode saves so much water and energy, making laundry days more sustainable. The delayed start option is super convenient for busy mornings. I really enjoy the quick wash feature for those last minute clothing emergencies.
2023-10-23;Female;52;Switzerland;The price seems average compared to otehr machines in the market. The price is standard but doesn't stand out as a bargain or a splurge. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle.
2022-04-11;Female;45;Poland;The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. The spin cycle is noisy and shakes violently, which is very concerning. It leaks water frequently, making the laundry area a mess every time I run it. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule.
2023-09-16;Male;27;Austria;The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. It leaks water frequently, making the laundry area a mess every time I run it. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule.
2022-08-09;Male;35;Germany;Service team was accommodating and provided clear instructions to fix the problem. Service team was accommodating and provided clear instructions to fix the problem. The customer servce was extremely responsive and resolved my issue within hours. I got a helpful reply from the support team quickly, very professional. Service team was accommodating and provided clear instructions to fix the problem.
2021-07-03;Male;29;Austria;The wash cycle works okay but nothing special to write home about. I guess the performance is average as it gets the job done without issues. It rinses fine but sometimes I still find detergent residue on my clotehs. It rinses fine but sometimes I still find detergent residue on my clotehs. It rinses fine but sometimes I still find detergent residue on my clotehs.
2024-12-27;Female;58;Germany;The price seems average compared to otehr machines in the market. The price seems average compared to otehr machines in the market. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle.
2022-10-13;Male;43;Austria;The washer is too expensive for the features it offers, feels overpriced. I regret paying such a high price when budget models perform similarly. I regret paying such a high price when budget models perform similarly. The cost doesn't match the quality, I expected more at this price.
2022-01-13;Female;59;Austria;The temperature control feature is fine but could use more granular settings. I find the delay timer feature adequate but not very intuitive. The cycle presets are okay but sometimes I have to manually tweak tehm. The cycle presets are okay but sometimes I have to manually tweak tehm. The temperature control feature is fine but could use more granular settings.
2022-04-15;Female;59;Germany;
2019-10-28;Female;53;Germany;I got a helpful reply from the support team quickly, very professional. I got a helpful reply from the support team quickly, very professional. The customer servce was extremely responsive and resolved my issue within hours. I got a helpful reply from the support team quickly, very professional.
2023-05-10;Female;41;Austria;
2020-09-23;Female;45;Germany;I appreciate how quietly this machne operates during a full load. I appreciate how quietly this machne operates during a full load. It handles large loads effortlessly while still delivering spotless results. I appreciate how quietly this machne operates during a full load.
2022-12-21;Female;23;Austria;
2022-11-11;Female;54;Germany;I got a helpful reply from the support team quickly, very professional. The customer servce was extremely responsive and resolved my issue within hours. The customer servce was extremely responsive and resolved my issue within hours.
2019-07-19;Female;49;Switzerland;I wish it had a steam cycle fetura for better stain removal, it's a missed opportunity. I wish it had a steam cycle fetura for better stain removal, it's a missed opportunity. Missing the sanitize option is disappointing as I need it for baby clotehs. I wish it had a steam cycle fetura for better stain removal, it's a missed opportunity. I wish it had a steam cycle fetura for better stain removal, it's a missed opportunity.
2022-10-04;Female;45;Germany;Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. The price is standard but doesn't stand out as a bargain or a splurge. The price is standard but doesn't stand out as a bargain or a splurge. The price is standard but doesn't stand out as a bargain or a splurge.
2020-08-27;Female;40;Austria;I find the bulky design quite unattractive and it clashes with my decor. The design feels outdated and does not appeal to me at all. I find the bulky design quite unattractive and it clashes with my decor. This machne's color is dull and makes it look cheap. I find the bulky design quite unattractive and it clashes with my decor.
2021-04-17;Male;36;Germany;The cycle presets are okay but sometimes I have to manually tweak tehm. I find the delay timer feature adequate but not very intuitive. The temperature control feature is fine but could use more granular settings. The cycle presets are okay but sometimes I have to manually tweak tehm. I find the delay timer feature adequate but not very intuitive. The cycle presets are okay but sometimes I have to manually tweak tehm.
2023-02-23;Male;38;Austria;I had to call multiple times because the service team kept transferring me. I had to call multiple times because the service team kept transferring me. The support servce was slow and unhelpful, I waited days for a response. The support servce was slow and unhelpful, I waited days for a response.
2019-09-17;Male;34;Austria;
2024-04-12;Female;64;Germany;
2024-04-28;Male;38;Austria;The price is standard but doesn't stand out as a bargain or a splurge. The price is standard but doesn't stand out as a bargain or a splurge. The price seems average compared to otehr machines in the market.
2025-02-19;Male;50;Czech Republic;
2021-08-12;Female;36;Austria;I had to call multiple times because the service team kept transferring me. The support servce was slow and unhelpful, I waited days for a response. The customer servce rep seemed uninterested and couldn't solve my issue.
2020-11-30;Female;40;Czech Republic;I really enjoy the quick wash feature for those last minute clothing emergencies. The eco mode saves so much water and energy, making laundry days more sustainable. The eco mode saves so much water and energy, making laundry days more sustainable. The delayed start option is super convenient for busy mornings. The delayed start option is super convenient for busy mornings.
2021-04-07;Male;40;Poland;The eco mode saves so much water and energy, making laundry days more sustainable. The eco mode saves so much water and energy, making laundry days more sustainable. The eco mode saves so much water and energy, making laundry days more sustainable. The eco mode saves so much water and energy, making laundry days more sustainable. The delayed start option is super convenient for busy mornings. The delayed start option is super convenient for busy mornings. The eco mode saves so much water and energy, making laundry days more sustainable.
2024-10-22;Female;61;Austria;Service response was average and lacked detailed explanations. The customer servce was okay but took some time to get back to me. Service response was average and lacked detailed explanations. The customer servce was okay but took some time to get back to me. Service response was average and lacked detailed explanations. Service response was average and lacked detailed explanations.
2022-11-02;Female;30;Germany;I had to call multiple times because the service team kept transferring me. I had to call multiple times because the service team kept transferring me. The support servce was slow and unhelpful, I waited days for a response. The support servce was slow and unhelpful, I waited days for a response. I had to call multiple times because the service team kept transferring me.
2019-11-21;Female;45;Germany;The wash cycle works okay but nothing special to write home about. It rinses fine but sometimes I still find detergent residue on my clotehs. It rinses fine but sometimes I still find detergent residue on my clotehs. I guess the performance is average as it gets the job done without issues. The wash cycle works okay but nothing special to write home about. It rinses fine but sometimes I still find detergent residue on my clotehs. The wash cycle works okay but nothing special to write home about.
2021-07-11;Male;54;Germany;
2024-06-03;Female;24;Czech Republic;The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. The spin cycle is noisy and shakes violently, which is very concerning. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule.
2025-03-19;Male;67;Germany;
2021-08-23;Male;69;Switzerland;The price is standard but doesn't stand out as a bargain or a splurge. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle.
2025-02-05;Male;40;Austria;Missing the sanitize option is disappointing as I need it for baby clotehs. I wish it had a steam cycle fetura for better stain removal, it's a missed opportunity. Missing the sanitize option is disappointing as I need it for baby clotehs.
2023-01-16;Female;33;Austria;The price is standard but doesn't stand out as a bargain or a splurge. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. The price seems average compared to otehr machines in the market. The price seems average compared to otehr machines in the market.
2020-09-25;Female;71;Austria;
2021-07-08;Female;41;Switzerland;The minimalist look is impressive and makes the appliance feel premium. This washer's stylish appearance has definitely elevated my laundry room's aestehtics. The minimalist look is impressive and makes the appliance feel premium.
2019-09-19;Female;55;Germany;The washer is too expensive for the features it offers, feels overpriced. I regret paying such a high price when budget models perform similarly. The cost doesn't match the quality, I expected more at this price. I regret paying such a high price when budget models perform similarly. I regret paying such a high price when budget models perform similarly. The cost doesn't match the quality, I expected more at this price.
2024-08-21;Male;24;Switzerland;
2024-07-26;Female;24;Germany;The support servce was slow and unhelpful, I waited days for a response. The customer servce rep seemed uninterested and couldn't solve my issue. I had to call multiple times because the service team kept transferring me. The support servce was slow and unhelpful, I waited days for a response. I had to call multiple times because the service team kept transferring me.
2020-04-29;Female;43;Austria;The temperature control feature is fine but could use more granular settings. The cycle presets are okay but sometimes I have to manually tweak tehm. The temperature control feature is fine but could use more granular settings. The cycle presets are okay but sometimes I have to manually tweak tehm. The temperature control feature is fine but could use more granular settings.
2023-06-28;Male;61;Austria;It rinses fine but sometimes I still find detergent residue on my clotehs. I guess the performance is average as it gets the job done without issues. It rinses fine but sometimes I still find detergent residue on my clotehs. I guess the performance is average as it gets the job done without issues. I guess the performance is average as it gets the job done without issues. It rinses fine but sometimes I still find detergent residue on my clotehs.
2021-12-28;Female;41;Germany;Service response was average and lacked detailed explanations. Service response was average and lacked detailed explanations. The customer servce was okay but took some time to get back to me. The customer servce was okay but took some time to get back to me.
2024-11-09;Male;33;Austria;The wash cycle works okay but nothing special to write home about. I guess the performance is average as it gets the job done without issues. The wash cycle works okay but nothing special to write home about. It rinses fine but sometimes I still find detergent residue on my clotehs. I guess the performance is average as it gets the job done without issues. The wash cycle works okay but nothing special to write home about.
2019-08-10;Female;36;Czech Republic;Support team was adequate, neitehr exceptionally good nor bad. Service response was average and lacked detailed explanations. The customer servce was okay but took some time to get back to me. Support team was adequate, neitehr exceptionally good nor bad. Support team was adequate, neitehr exceptionally good nor bad. The customer servce was okay but took some time to get back to me.
2022-09-20;Male;45;Switzerland;Service team was accommodating and provided clear instructions to fix the problem. The customer servce was extremely responsive and resolved my issue within hours. Service team was accommodating and provided clear instructions to fix the problem. I got a helpful reply from the support team quickly, very professional.
2024-10-28;Female;62;Germany;
2024-07-30;Female;39;Germany;The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule. It leaks water frequently, making the laundry area a mess every time I run it. It leaks water frequently, making the laundry area a mess every time I run it. The spin cycle is noisy and shakes violently, which is very concerning. It leaks water frequently, making the laundry area a mess every time I run it. The spin cycle is noisy and shakes violently, which is very concerning. The cycle often stops abruptly causing wet clotehs and frustrating delays in my schedule.
